tissue,dataset_name,platform,expected_sender_cell_types,module_id,pathway,tier,evidence_status,expected_receiver_cell_types,training_coupling,training_gating,training_pattern_magnitude,training_status,corr_above_null,within_stratum_support,manual_review_required,source_experiment,source_manual_review_required,source_module_id,biobench_v2_action,included_in_clean,biobench_v2_notes
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;fibroblast,neuregulin_erbb_ligands,EGFR,ALL,training_ok,epithelial;tumor,-0.117215072621739,-0.2946048267071284,0.4118198993288674,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,egfr_erbb_ligands,split_egfr_erbb,true,Neuregulins retained as ERBB-axis rows.
ovary,tissue::ovary,combined_cells_v13,myeloid;tcell;bcell_plasma,il10_immune,JAK-STAT,ALL,training_ok,tcell;myeloid,0.2069859032792554,0.3019312649666393,0.5089171682458947,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL10 immune receptor axis.
ovary,tissue::ovary,combined_cells_v13,myeloid;epithelial;tumor;fibroblast,il20_24_epithelial_stromal,JAK-STAT,ALL,training_ok,epithelial;tumor;fibroblast,0.2069859032792554,0.3019312649666393,0.5089171682458947,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL19/20/24 epithelial-stromal receptor axis.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid,il22_epithelial,JAK-STAT,ALL,training_ok,epithelial;tumor,0.2069859032792554,0.3019312649666393,0.5089171682458947,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL22RA1-restricted epithelial receiver logic; IL22RA2 is decoy-only.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid,il26_context_specific,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid,0.2069859032792554,0.3019312649666393,0.5089171682458947,OK,True,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family_review,false,IL26 retained only in unfiltered audit rows.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid,il2_common_gamma_chain,JAK-STAT,ALL,training_ok,tcell;myeloid,0.1141674972491205,0.2530660164064801,0.3672335136556006,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il2_family,tighten_sender_context,true,Removed broad fibroblast sender assignment.
ovary,tissue::ovary,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il6_gp130_family,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid;tcell,0.1540638995583128,0.119540182454637,0.2736040820129498,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il6_family,split_il6_gp130_il31,true,gp130 cytokine row with CRLF1 retained for CLCF1.
ovary,tissue::ovary,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il31_osmr_ligand,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid;tcell,0.1540638995583128,0.119540182454637,0.2736040820129498,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il6_family,split_il6_gp130_il31,true,IL31 split onto IL31RA/OSMR rather than generic IL6ST biology.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_i_interferons,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.0207570341379917,0.0401396794451465,0.060896713583138196,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type I IFN receptor axis.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_ii_interferon,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.0207570341379917,0.0401396794451465,0.060896713583138196,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type II IFN receptor axis.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_iii_interferons,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.0207570341379917,0.0401396794451465,0.060896713583138196,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type III IFN receptor axis.
ovary,tissue::ovary,combined_cells_v13,myeloid;fibroblast;epithelial;tumor;endothelial;pericyte,tgfb_ligands,TGFb,ALL,training_ok,fibroblast;epithelial;tumor;myeloid,-0.0507171430887051,-0.1560210667723646,0.2067382098610697,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tgfb_ligands,keep_minor_annotation_edit,true,Kept; TGFBR3 treated as accessory co-receptor.
ovary,tissue::ovary,combined_cells_v13,myeloid;tcell,tnf_lta_tnfr1_2,TNFa,ALL,training_ok,tcell;myeloid;endothelial,0.3709005409993097,0.2713434514567086,0.6422439924560183,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tnf_ligands,split_tnf_lymphotoxin,true,TNF/LTA homotrimer through TNFR1/2.
ovary,tissue::ovary,combined_cells_v13,myeloid;tcell,lymphotoxin_light_ltbr_hvem,TNFa,ALL,training_ok,tcell;myeloid;endothelial,0.3709005409993097,0.2713434514567086,0.6422439924560183,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tnf_ligands,split_tnf_lymphotoxin,true,LTB/LTBR and LIGHT/HVEM separated from TNFR1/2.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid,trail_death_receptor,Trail,ALL,training_ok,epithelial;tumor,0.0283897961495296,-0.6820506608172239,0.7104404569667535,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
ovary,tissue::ovary,combined_cells_v13,tcell;myeloid,fas_death_receptor,Trail,ALL,training_ok,epithelial;tumor,0.0283897961495296,-0.6820506608172239,0.7104404569667535,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfa_vegfr2_axis,VEGF,ALL,training_ok,endothelial,-0.0152498822350971,0.2215959915704786,0.2368458738055757,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFA VEGFR2/1 axis; endothelial receivers only.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfb_pgf_vegfr1_axis,VEGF,ALL,training_ok,endothelial,-0.0152498822350971,0.2215959915704786,0.2368458738055757,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR1-skewed VEGFB/PGF axis; endothelial receivers only.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfc_vegfd_vegfr3_axis,VEGF,ALL,training_ok,endothelial,-0.0152498822350971,0.2215959915704786,0.2368458738055757,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR3/KDR VEGFC-D axis; endothelial receivers only.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;fibroblast,canonical_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,0.1290566478239654,-0.0201811150367108,0.1492377628606762,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,true,Canonical-favoring WNT ligands retained for WNT/PROGENy readout.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;fibroblast,noncanonical_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,0.1290566478239654,-0.0201811150367108,0.1492377628606762,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Noncanonical WNT rows retained only for audit manifest.
ovary,tissue::ovary,combined_cells_v13,epithelial;tumor;fibroblast,context_dependent_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,0.1290566478239654,-0.0201811150367108,0.1492377628606762,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Context-dependent WNT rows retained only for audit manifest.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;fibroblast,egfr_ligands,EGFR,ALL,training_ok,epithelial;tumor,0.1037756488019645,0.0585668043801257,0.1623424531820902,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,egfr_erbb_ligands,split_egfr_erbb,true,Split classical EGFR ligands from neuregulins.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;fibroblast,neuregulin_erbb_ligands,EGFR,ALL,training_ok,epithelial;tumor,0.1037756488019645,0.0585668043801257,0.1623424531820902,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,egfr_erbb_ligands,split_egfr_erbb,true,Neuregulins retained as ERBB-axis rows.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;tcell;bcell_plasma,il10_immune,JAK-STAT,ALL,training_ok,tcell;myeloid,0.0820495633315242,0.0487559991753974,0.1308055625069216,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL10 immune receptor axis.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;epithelial;tumor;fibroblast,il20_24_epithelial_stromal,JAK-STAT,ALL,training_ok,epithelial;tumor;fibroblast,0.0820495633315242,0.0487559991753974,0.1308055625069216,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL19/20/24 epithelial-stromal receptor axis.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid,il22_epithelial,JAK-STAT,ALL,training_ok,epithelial;tumor,0.0820495633315242,0.0487559991753974,0.1308055625069216,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family,true,IL22RA1-restricted epithelial receiver logic; IL22RA2 is decoy-only.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid,il26_context_specific,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid,0.0820495633315242,0.0487559991753974,0.1308055625069216,OK,True,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il10_family,split_il10_family_review,false,IL26 retained only in unfiltered audit rows.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid,il2_common_gamma_chain,JAK-STAT,ALL,training_ok,tcell;myeloid,0.2315432234974774,-0.0118089979365017,0.2433522214339791,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il2_family,tighten_sender_context,true,Removed broad fibroblast sender assignment.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il6_gp130_family,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid;tcell,0.1678584045591847,0.0198487549895695,0.1877071595487542,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il6_family,split_il6_gp130_il31,true,gp130 cytokine row with CRLF1 retained for CLCF1.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il31_osmr_ligand,JAK-STAT,ALL,training_ok,epithelial;tumor;myeloid;tcell,0.1678584045591847,0.0198487549895695,0.1877071595487542,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,il6_family,split_il6_gp130_il31,true,IL31 split onto IL31RA/OSMR rather than generic IL6ST biology.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_i_interferons,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.1302987905988265,-0.0036758978614688,0.1339746884602953,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type I IFN receptor axis.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_ii_interferon,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.1302987905988265,-0.0036758978614688,0.1339746884602953,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type II IFN receptor axis.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_iii_interferons,JAK-STAT,ALL,training_ok,epithelial;tumor;tcell;myeloid,0.1302987905988265,-0.0036758978614688,0.1339746884602953,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,interferons,split_interferon_types,true,Type III IFN receptor axis.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;fibroblast;epithelial;tumor;endothelial;pericyte,tgfb_ligands,TGFb,ALL,training_ok,fibroblast;epithelial;tumor;myeloid,0.0720686270760837,-0.26606757211152,0.3381361991876037,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tgfb_ligands,keep_minor_annotation_edit,true,Kept; TGFBR3 treated as accessory co-receptor.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;tcell,tnf_lta_tnfr1_2,TNFa,ALL,training_ok,tcell;myeloid;endothelial,0.1579539605670034,0.1685930360206881,0.3265469965876915,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tnf_ligands,split_tnf_lymphotoxin,true,TNF/LTA homotrimer through TNFR1/2.
pancreas,tissue::pancreas,combined_cells_v13,myeloid;tcell,lymphotoxin_light_ltbr_hvem,TNFa,ALL,training_ok,tcell;myeloid;endothelial,0.1579539605670034,0.1685930360206881,0.3265469965876915,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,tnf_ligands,split_tnf_lymphotoxin,true,LTB/LTBR and LIGHT/HVEM separated from TNFR1/2.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid,trail_death_receptor,Trail,ALL,training_ok,epithelial;tumor,0.4271747575949979,0.2751196630741054,0.7022944206691033,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
pancreas,tissue::pancreas,combined_cells_v13,tcell;myeloid,fas_death_receptor,Trail,ALL,training_ok,epithelial;tumor,0.4271747575949979,0.2751196630741054,0.7022944206691033,OK,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfa_vegfr2_axis,VEGF,ALL,training_ok,endothelial,-0.0326874513028072,-0.025431999948725,0.0581194512515322,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFA VEGFR2/1 axis; endothelial receivers only.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfb_pgf_vegfr1_axis,VEGF,ALL,training_ok,endothelial,-0.0326874513028072,-0.025431999948725,0.0581194512515322,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR1-skewed VEGFB/PGF axis; endothelial receivers only.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfc_vegfd_vegfr3_axis,VEGF,ALL,training_ok,endothelial,-0.0326874513028072,-0.025431999948725,0.0581194512515322,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR3/KDR VEGFC-D axis; endothelial receivers only.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;fibroblast,canonical_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,-0.014026823243072,-0.0699238333849548,0.0839506566280268,OK,True,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,true,Canonical-favoring WNT ligands retained for WNT/PROGENy readout.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;fibroblast,noncanonical_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,-0.014026823243072,-0.0699238333849548,0.0839506566280268,OK,True,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Noncanonical WNT rows retained only for audit manifest.
pancreas,tissue::pancreas,combined_cells_v13,epithelial;tumor;fibroblast,context_dependent_wnt_ligands,WNT,ALL,training_ok,epithelial;tumor;fibroblast,-0.014026823243072,-0.0699238333849548,0.0839506566280268,OK,True,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Context-dependent WNT rows retained only for audit manifest.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;fibroblast,egfr_ligands,EGFR,ALL,training_underpowered,epithelial;tumor,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,egfr_erbb_ligands,split_egfr_erbb,true,Split classical EGFR ligands from neuregulins.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;fibroblast,neuregulin_erbb_ligands,EGFR,ALL,training_underpowered,epithelial;tumor,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,egfr_erbb_ligands,split_egfr_erbb,true,Neuregulins retained as ERBB-axis rows.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;tcell;bcell_plasma,il10_immune,JAK-STAT,ALL,training_unavailable,tcell;myeloid,,,,UNAVAILABLE,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il10_family,split_il10_family,true,IL10 immune receptor axis.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;epithelial;tumor;fibroblast,il20_24_epithelial_stromal,JAK-STAT,ALL,training_unavailable,epithelial;tumor;fibroblast,,,,UNAVAILABLE,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il10_family,split_il10_family,true,IL19/20/24 epithelial-stromal receptor axis.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid,il22_epithelial,JAK-STAT,ALL,training_unavailable,epithelial;tumor,,,,UNAVAILABLE,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il10_family,split_il10_family,true,IL22RA1-restricted epithelial receiver logic; IL22RA2 is decoy-only.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid,il26_context_specific,JAK-STAT,ALL,training_unavailable,epithelial;tumor;myeloid,,,,UNAVAILABLE,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il10_family,split_il10_family_review,false,IL26 retained only in unfiltered audit rows.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid,il2_common_gamma_chain,JAK-STAT,ALL,training_unavailable,tcell;myeloid,,,,UNAVAILABLE,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il2_family,tighten_sender_context,true,Removed broad fibroblast sender assignment.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il6_gp130_family,JAK-STAT,ALL,training_underpowered,epithelial;tumor;myeloid;tcell,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il6_family,split_il6_gp130_il31,true,gp130 cytokine row with CRLF1 retained for CLCF1.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;fibroblast;epithelial;tumor,il31_osmr_ligand,JAK-STAT,ALL,training_underpowered,epithelial;tumor;myeloid;tcell,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,il6_family,split_il6_gp130_il31,true,IL31 split onto IL31RA/OSMR rather than generic IL6ST biology.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_i_interferons,JAK-STAT,ALL,training_underpowered,epithelial;tumor;tcell;myeloid,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,interferons,split_interferon_types,true,Type I IFN receptor axis.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_ii_interferon,JAK-STAT,ALL,training_underpowered,epithelial;tumor;tcell;myeloid,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,interferons,split_interferon_types,true,Type II IFN receptor axis.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid;epithelial;tumor,type_iii_interferons,JAK-STAT,ALL,training_underpowered,epithelial;tumor;tcell;myeloid,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,interferons,split_interferon_types,true,Type III IFN receptor axis.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;fibroblast;epithelial;tumor;endothelial;pericyte,tgfb_ligands,TGFb,ALL,training_underpowered,fibroblast;epithelial;tumor;myeloid,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,tgfb_ligands,keep_minor_annotation_edit,true,Kept; TGFBR3 treated as accessory co-receptor.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;tcell,tnf_lta_tnfr1_2,TNFa,ALL,training_underpowered,tcell;myeloid;endothelial,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,tnf_ligands,split_tnf_lymphotoxin,true,TNF/LTA homotrimer through TNFR1/2.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,myeloid;tcell,lymphotoxin_light_ltbr_hvem,TNFa,ALL,training_underpowered,tcell;myeloid;endothelial,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,tnf_ligands,split_tnf_lymphotoxin,true,LTB/LTBR and LIGHT/HVEM separated from TNFR1/2.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid,trail_death_receptor,Trail,ALL,training_underpowered,epithelial;tumor,,,,UNDERPOWERED,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,tcell;myeloid,fas_death_receptor,Trail,ALL,training_underpowered,epithelial;tumor,,,,UNDERPOWERED,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,trail_fas_ligands,split_death_receptors_review,false,Valid pair but PROGENy Trail readout is context-review.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfa_vegfr2_axis,VEGF,ALL,training_underpowered,endothelial,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFA VEGFR2/1 axis; endothelial receivers only.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfb_pgf_vegfr1_axis,VEGF,ALL,training_underpowered,endothelial,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR1-skewed VEGFB/PGF axis; endothelial receivers only.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;myeloid;fibroblast;pericyte,vegfc_vegfd_vegfr3_axis,VEGF,ALL,training_underpowered,endothelial,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,vegf_ligands,split_vegf_axes_tighten_receivers,true,VEGFR3/KDR VEGFC-D axis; endothelial receivers only.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;fibroblast,canonical_wnt_ligands,WNT,ALL,training_underpowered,epithelial;tumor;fibroblast,,,,UNDERPOWERED,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,wnt_ligands,split_wnt_canonical_review_noncanonical,true,Canonical-favoring WNT ligands retained for WNT/PROGENy readout.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;fibroblast,noncanonical_wnt_ligands,WNT,ALL,training_underpowered,epithelial;tumor;fibroblast,,,,UNDERPOWERED,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Noncanonical WNT rows retained only for audit manifest.
peripheral_nerve,tissue::peripheral_nerve,combined_cells_v13,epithelial;tumor;fibroblast,context_dependent_wnt_ligands,WNT,ALL,training_underpowered,epithelial;tumor;fibroblast,,,,UNDERPOWERED,False,,true,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,true,wnt_ligands,split_wnt_canonical_review_noncanonical,false,Context-dependent WNT rows retained only for audit manifest.
pleura,tissue::pleura,combined_cells_v13,epithelial;tumor;fibroblast,egfr_ligands,EGFR,ALL,training_ok,epithelial;tumor,0.0665898633916627,-0.0568731261120566,0.12346298950371931,OK,False,,false,2026-04-30_biobench_module_coupling_combined_tissues;production_biobench_v2_manual_review_20260521,false,egfr_erbb_ligands,split_egfr_erbb,true,Split classical EGFR ligands from neuregulins.
